A,B,C,D,E,F,G,H,I,J,L,M,Monto,N,O,P,Q,R,S,Fraude
0,8,229,0,1,0.01,0.0,0,1,0,0,1,0.0,1,0,2,0.0,0.0,40.88,1
0,4,7367,0,0,0.0,0.0,0,0,0,1,2,0.0,2,0,1,0.0,0.0,3.85,0
2,14,22574,0,0,0.0,0.0,0,0,2,0,1,0.0,1,0,2,0.0,0.0,57.46,0
0,9,354132,0,0,0.0,0.0,0,0,0,1,1,0.0,1,0,1,0.0,0.0,10.72,0
0,6,13921,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,49.46,0
1,9,51064,0,0,0.0,0.0,0,0,2,0,1,0.0,1,0,2,0.0,0.0,73.06,0
2,10,40052,0,10,0.003,0.0,0,0,0,0,1,0.0,1,0,2,0.0,0.0,3.69,0
0,3,25428,0,0,0.0,0.0,0,0,2,1,1,0.0,1,0,1,0.0,0.0,52.54,1
0,8,17115,0,0,0.0,0.0,0,0,2,0,2,0.0,1,0,2,0.0,0.0,37.71,0
0,7,129260,0,0,0.0,0.0,0,0,0,1,1,0.0,1,0,1,0.0,0.0,7.89,0
0,17,5728,0,3,0.048,0.0,0,0,0,0,3,0.0,1,0,5,0.0,0.0,2.04,1
0,7,2912,0,0,0.0,0.0,0,0,2,1,1,0.0,1,0,2,0.0,0.0,4.9,1
0,8,110100,0,0,0.0,0.0,0,0,0,1,1,0.0,1,0,1,0.0,0.0,4.43,0
0,8,769,0,0,0.0,0.0,0,0,13,0,1,0.0,1,0,1,0.0,0.0,14.33,0
0,10,27462,0,0,0.0,0.0,0,0,2,0,1,0.0,1,0,1,0.0,0.0,49.16,0
0,5,15096,0,0,0.0,0.0,0,0,0,1,2,0.0,1,0,2,0.0,0.0,20.66,0
0,4,2062,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,6.78,0
0,9,209,0,0,0.0,0.0,0,0,2,1,1,31.11,1,0,1,31.11,31.11,27.49,0
0,9,6938,0,0,0.0,0.0,0,0,2,0,1,0.0,1,0,1,0.0,0.0,9.75,0
0,5,23492,0,0,0.0,0.0,0,0,0,1,1,0.0,1,0,1,0.0,0.0,15.55,0
0,11,370477,0,0,0.0,0.0,0,0,0,1,1,0.0,1,0,2,0.0,0.0,82.5,1
4,18,1056,0,0,0.0,0.0,0,0,0,0,3,0.0,1,0,5,0.0,0.0,44.41,1
5,5,84482,0,0,0.0,0.0,0,0,2,0,2,0.0,1,0,1,0.0,0.0,12.98,1
0,7,5080,0,2,0.0,0.0,0,0,0,1,1,0.0,1,0,1,0.0,0.0,6.44,0
2,2,11432,0,0,0.0,0.0,0,0,2,0,3,0.0,1,0,4,0.0,0.0,6.97,0
0,7,7083,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,3,0.0,0.0,4.54,0
2,12,4947,0,0,0.0,0.0,0,0,0,0,2,0.0,1,0,1,0.0,0.0,39.1,0
0,7,6268,0,0,0.0,0.0,0,0,0,1,1,0.0,1,0,1,0.0,0.0,7.92,0
0,1,324771,0,0,0.0,0.0,0,0,2,1,1,0.0,1,0,4,0.0,0.0,32.71,0
0,6,29892,0,0,0.0,0.0,0,0,2,1,1,0.0,1,0,1,0.0,0.0,2.01,0
0,1,47,0,1,0.002,0.0,0,1,17,1,1,0.0,1,0,3,0.0,0.0,5.73,0
0,6,68,0,0,0.0,0.0,0,0,0,1,3,0.0,3,0,1,0.0,0.0,83.18,0
0,1,20425,0,0,0.0,0.0,0,0,0,1,1,0.0,1,0,1,0.0,0.0,2.86,0
0,12,16060,0,0,0.0,0.0,0,0,0,1,1,16.96,1,0,1,16.96,16.96,18.86,0
0,15,4487,1,0,0.0,0.0,1,0,2,0,1,0.0,1,0,1,0.0,0.0,91.65,1
0,3,4288,0,0,0.0,0.0,0,0,2,0,2,0.0,1,0,3,0.0,0.0,23.71,0
0,5,841,0,0,0.0,0.0,0,0,0,0,3,0.0,1,0,1,0.0,0.0,10.82,1
0,5,12985,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,48.96,0
0,4,31082,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,2,0.0,0.0,40.42,0
0,12,87604,0,0,0.0,0.0,0,0,2,4,3,0.0,2,0,2,0.0,0.0,44.4,0
0,2,505,0,0,0.0,0.0,0,0,0,1,2,0.0,2,0,1,0.0,0.0,11.25,0
0,6,25540,0,0,0.0,0.0,0,0,13,1,1,0.0,1,0,1,0.0,0.0,18.13,0
0,5,28669,0,0,0.0,0.0,0,0,0,3,2,0.0,1,0,1,0.0,0.0,24.27,1
0,16,55521,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,22.98,0
0,14,34859,0,0,0.0,0.0,0,0,13,0,1,0.0,1,0,1,0.0,0.0,21.52,0
0,4,1814,0,0,0.0,0.0,0,0,0,1,1,0.0,1,0,1,0.0,0.0,23.46,0
0,7,444837,0,0,0.0,0.0,0,0,0,1,1,0.0,1,0,1,0.0,0.0,87.79,1
0,5,5406,0,0,0.0,0.0,0,0,2,0,2,0.0,1,0,1,0.0,0.0,14.43,0
0,1,20896,0,0,0.0,0.0,0,0,0,1,1,0.0,1,0,1,0.0,0.0,1.22,0
2,9,47721,0,0,0.0,0.0,0,0,2,0,4,0.0,1,0,1,0.0,0.0,44.73,0
0,10,116650,0,1,0.0,0.0,0,1,0,1,3,0.0,2,0,1,0.0,0.0,1.4,0
2,12,7112,0,0,0.0,0.0,0,0,0,0,2,0.0,1,0,3,0.0,0.0,16.02,0
0,12,1576,0,0,0.0,0.0,0,0,0,0,2,0.0,1,0,1,0.0,0.0,83.68,1
0,15,5098,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,3,0.0,0.0,4.53,0
0,2,508,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,32.65,0
1,8,73082,0,1,0.007,0.0,0,1,2,1,1,0.0,1,0,1,0.0,0.0,84.91,1
0,2,18205,0,0,0.0,0.0,0,0,2,0,1,0.0,1,0,2,0.0,0.0,0.94,0
0,14,25067,0,0,0.0,0.0,0,0,0,1,1,0.0,1,0,1,0.0,0.0,20.64,1
0,5,4762,0,0,0.0,0.0,0,0,13,1,1,0.0,1,0,1,0.0,0.0,9.08,0
0,9,115,0,0,0.0,0.0,0,0,2,1,1,0.0,1,0,1,0.0,0.0,19.67,1
0,13,6670,0,0,0.0,0.0,0,0,2,0,2,0.0,1,0,4,0.0,0.0,70.01,1
0,7,107229,0,0,0.0,0.0,0,0,0,1,1,0.0,1,0,1,0.0,0.0,12.62,0
0,8,64637,0,0,0.0,0.0,0,0,0,1,1,0.0,1,0,1,0.0,0.0,3.07,0
0,6,36604,0,0,0.0,0.0,0,0,2,0,1,0.0,1,0,1,0.0,0.0,20.68,0
0,13,3992,0,0,0.0,0.0,0,0,13,0,1,0.0,1,0,1,0.0,0.0,95.77,1
0,3,5,0,0,0.0,0.0,0,0,17,0,2,0.0,1,0,3,0.0,0.0,13.27,0
0,9,459966,0,0,0.0,0.0,0,0,2,1,1,0.0,1,0,2,0.0,0.0,87.5,1
0,2,0,0,0,0.0,0.0,0,0,0,0,4,0.0,1,0,3,0.0,0.0,3.8,0
3,8,19494,0,0,0.0,0.0,0,0,2,0,1,0.0,1,0,1,0.0,0.0,21.57,0
0,18,449328,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,5.53,1
0,2,66852,0,0,0.0,0.0,0,0,2,1,1,0.0,1,0,1,0.0,0.0,6.95,0
2,2,15734,0,0,0.0,0.0,0,0,2,1,1,0.0,1,0,1,0.0,0.0,4.95,0
0,6,11442,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,18.91,0
0,7,1712,0,0,0.0,0.0,0,0,0,1,1,0.0,1,0,1,0.0,0.0,14.62,0
0,11,1193,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,21.76,0
1,2,49265,0,0,0.0,0.0,0,0,2,0,1,0.0,1,0,1,0.0,0.0,12.31,0
0,12,34446,0,0,0.0,0.0,0,0,13,0,2,0.0,1,0,4,0.0,0.0,3.67,0
0,10,7960,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,8.19,0
3,9,105006,0,0,0.0,0.0,0,0,2,0,1,0.0,1,0,2,0.0,0.0,44.09,0
0,6,26968,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,2,0.0,0.0,15.24,0
0,2,7665,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,0.66,0
0,12,113579,0,0,0.0,0.0,0,0,0,2,1,0.0,1,0,1,0.0,0.0,7.56,0
2,3,3896,0,0,0.0,0.0,0,0,13,3,3,0.0,1,0,3,0.0,0.0,19.19,0
0,3,7948,0,0,0.0,0.0,0,0,2,1,1,90.75,1,0,1,90.75,90.75,36.0,0
0,6,12075,0,0,0.0,0.0,0,0,0,0,2,0.0,1,0,2,0.0,0.0,1.81,0
0,5,325100,0,0,0.0,0.0,0,0,2,0,2,0.0,1,0,1,0.0,0.0,9.39,0
0,6,1266,0,0,0.0,0.0,0,0,2,1,1,0.0,1,0,1,0.0,0.0,7.34,1
0,8,42,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,24.15,0
0,2,30345,0,0,0.0,0.0,0,0,0,1,1,0.0,1,0,2,0.0,0.0,0.2,0
0,13,21577,0,4,0.0,0.0,0,0,0,2,2,0.0,2,0,3,0.0,0.0,77.59,0
1,9,33222,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,6.28,0
0,8,92068,0,0,0.0,0.0,0,0,0,0,2,0.0,1,0,3,0.0,0.0,23.49,0
0,2,12067,0,0,0.0,0.0,0,0,7,0,1,0.0,1,0,1,0.0,0.0,12.69,0
0,10,78,0,0,0.0,0.0,0,0,0,0,2,0.0,1,0,3,0.0,0.0,49.86,0
0,1,25441,0,0,0.0,0.0,0,0,2,0,1,0.0,1,0,1,0.0,0.0,11.63,0
0,8,230363,0,0,0.0,0.0,0,0,2,0,2,0.0,1,0,1,0.0,0.0,10.51,0
0,1,367517,0,0,0.0,0.0,0,0,2,1,1,0.0,1,0,1,0.0,0.0,12.83,0
1,3,40783,0,0,0.0,0.0,0,0,0,1,1,0.0,1,0,1,0.0,0.0,29.92,0
0,13,701,0,0,0.0,0.0,0,0,0,0,2,0.0,1,0,3,0.0,0.0,25.28,1
0,15,61775,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,31.24,0
0,9,101,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,20.0,0
0,14,17543,7,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,97.92,1
0,2,2858,0,0,0.0,0.0,0,0,7,0,1,0.0,1,0,1,0.0,0.0,7.93,1
0,16,21713,0,3,0.012,0.0,0,0,0,0,2,0.0,1,0,2,0.0,0.0,66.62,0
0,7,553,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,2,0.0,0.0,3.21,0
0,6,953,0,6,0.064,0.0,0,0,0,1,1,0.0,1,0,1,0.0,0.0,8.31,1
0,1,21139,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,18.21,0
0,7,89,0,0,0.0,0.0,0,0,2,1,1,0.0,1,0,1,0.0,0.0,35.21,0
2,6,35330,0,0,0.0,0.0,0,0,0,1,1,0.0,1,0,2,0.0,0.0,39.92,0
0,12,9525,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,2,0.0,0.0,20.44,0
0,3,34,0,0,0.0,0.0,0,0,0,0,2,0.0,1,0,2,0.0,0.0,14.79,0
1,8,117524,0,0,0.0,0.0,0,0,2,0,3,0.0,1,0,1,0.0,0.0,4.05,1
0,3,4539,0,2,0.022,0.0,0,2,0,1,1,0.0,1,0,1,0.0,0.0,24.24,0
0,8,4481,0,1,0.0,0.0,0,0,0,0,1,0.0,1,0,3,0.0,0.0,13.7,0
1,3,4690,0,0,0.0,0.0,0,0,0,1,1,0.0,1,0,1,0.0,0.0,11.59,1
1,3,2,0,0,0.0,0.0,0,0,0,1,1,0.0,1,0,2,0.0,0.0,11.06,0
0,9,516345,0,0,0.0,0.0,0,0,0,1,1,0.0,1,0,1,0.0,0.0,23.86,1
0,2,1789,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,2,0.0,0.0,20.51,0
0,11,5172,0,0,0.0,0.0,0,0,2,0,1,0.0,1,0,1,0.0,0.0,16.97,0
0,3,2,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,49.07,0
0,17,73138,0,0,0.0,0.0,0,0,0,0,2,0.0,1,0,1,0.0,0.0,44.9,0
12,12,2,0,0,0.0,0.0,0,0,13,1,3,0.0,3,0,1,0.0,0.0,75.4,0
0,4,478,0,0,0.0,0.0,0,0,13,0,1,0.0,1,0,1,0.0,0.0,13.45,0
0,7,28181,0,0,0.0,0.0,0,0,0,1,1,76.87,1,0,2,76.87,76.87,25.34,0
0,6,4011,0,0,0.0,0.0,0,0,2,1,1,0.0,1,0,1,0.0,0.0,12.53,0
0,16,23614,0,0,0.0,0.0,0,0,0,2,2,0.0,1,0,3,0.0,0.0,52.58,0
0,7,1622,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,9.71,0
0,5,352436,0,0,0.0,0.0,0,0,0,0,4,0.0,1,0,1,0.0,0.0,56.84,0
2,9,51,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,2,0.0,0.0,6.42,0
0,11,3700,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,34.34,0
0,7,455315,0,0,0.0,0.0,0,0,13,0,2,0.0,1,0,1,0.0,0.0,49.8,0
0,1,11178,0,0,0.0,0.0,0,0,0,1,3,0.0,1,0,3,0.0,0.0,1.74,1
0,8,0,0,0,0.0,0.0,0,0,0,1,1,0.0,1,0,2,0.0,0.0,49.94,1
0,9,417,0,0,0.0,0.0,0,0,2,0,2,0.0,1,0,1,0.0,0.0,12.15,0
0,5,4029,3,0,0.0,0.023,0,0,13,0,1,0.0,1,0,1,0.0,0.0,82.75,0
0,4,35607,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,3,0.0,0.0,0.55,0
0,7,21743,0,0,0.0,0.0,0,0,2,0,1,0.0,1,0,1,0.0,0.0,22.61,0
0,1,2684,1,2,0.002,0.25,0,0,0,0,1,0.0,1,0,3,0.0,0.0,0.27,0
2,7,18422,0,0,0.0,0.0,0,0,2,0,1,0.0,1,0,1,0.0,0.0,30.06,0
1,7,33131,0,0,0.0,0.0,0,0,0,1,1,0.0,1,0,1,0.0,0.0,20.59,0
0,14,9362,0,0,0.0,0.0,0,0,0,1,1,0.0,1,0,1,0.0,0.0,26.78,0
6,1,43277,0,0,0.0,0.0,0,0,0,2,5,0.0,1,0,4,0.0,0.0,10.26,0
0,10,4,0,0,0.0,0.0,0,0,0,0,3,0.0,1,0,4,0.0,0.0,10.09,0
0,2,86378,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,12.08,1
1,8,102912,7,0,0.0,0.009,0,0,0,0,1,0.0,1,0,1,0.0,0.0,36.01,0
0,1,1064,0,0,0.0,0.0,0,0,2,1,1,264.95,1,0,2,264.95,264.95,8.5,0
0,6,95,0,0,0.0,0.0,0,0,0,1,1,0.0,1,0,1,0.0,0.0,21.52,0
0,1,223,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,22.1,0
0,3,21001,0,2,0.056,0.0,0,1,0,0,1,0.0,1,0,1,0.0,0.0,1.85,0
0,4,14462,0,0,0.0,0.0,0,0,2,1,1,0.0,1,0,1,0.0,0.0,29.83,1
0,1,75315,0,0,0.0,0.0,0,0,13,0,5,0.0,1,0,2,0.0,0.0,8.7,0
0,5,3,0,0,0.0,0.0,0,0,0,0,2,0.0,1,0,1,0.0,0.0,51.18,1
0,5,37,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,31.95,0
2,7,35812,0,0,0.0,0.0,0,0,0,1,1,0.0,1,0,1,0.0,0.0,17.26,0
0,17,5668,0,0,0.0,0.0,0,0,0,0,4,0.0,1,0,1,0.0,0.0,86.48,1
0,10,4901,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,20.1,1
0,8,65429,0,0,0.0,0.0,0,0,13,1,1,0.0,1,0,2,0.0,0.0,5.23,0
0,6,66,0,1,0.125,0.0,0,1,0,0,1,0.0,1,0,1,0.0,0.0,27.0,0
0,16,152,0,0,0.0,0.0,0,0,0,0,3,0.0,1,0,5,0.0,0.0,11.08,1
1,2,104225,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,10.92,0
0,14,4093,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,4,0.0,0.0,91.95,0
0,7,79893,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,2,0.0,0.0,1.73,0
0,1,4042,0,0,0.0,0.0,0,0,13,1,1,0.0,1,0,1,0.0,0.0,29.5,0
0,16,9232,0,2,0.023,0.0,0,0,0,0,3,0.0,1,0,1,0.0,0.0,95.53,0
0,8,154192,0,3,0.02,0.0,0,3,7,0,1,0.0,1,0,1,0.0,0.0,26.91,1
0,2,3797,0,0,0.0,0.0,0,0,2,1,1,0.0,1,0,1,0.0,0.0,26.16,0
2,2,8961,0,0,0.0,0.0,0,0,2,0,1,0.0,1,0,2,0.0,0.0,35.45,1
0,9,1478,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,39.84,0
0,7,76709,0,0,0.0,0.0,0,0,0,0,3,0.0,1,0,1,0.0,0.0,2.67,0
0,6,3295,0,0,0.0,0.0,0,0,2,0,1,0.0,1,0,2,0.0,0.0,3.44,0
0,5,5002,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,22.26,0
0,13,8248,0,0,0.0,0.0,0,0,0,0,2,0.0,1,0,1,0.0,0.0,34.7,0
1,1,33,0,0,0.0,0.0,0,0,0,1,1,0.0,1,0,1,0.0,0.0,7.91,0
2,20,14021,6,0,0.0,0.0,0,0,0,1,1,0.0,1,0,1,0.0,0.0,35.45,0
0,15,14500,0,0,0.0,0.0,0,0,0,3,2,50.0,2,0,2,50.0,50.0,45.16,1
0,8,1573,0,0,0.0,0.0,0,0,0,1,3,0.0,3,0,1,0.0,0.0,12.56,0
0,9,2222,0,0,0.0,0.0,0,0,0,0,2,0.0,1,0,2,0.0,0.0,30.68,1
0,7,3854,0,0,0.0,0.0,0,0,13,0,2,0.0,1,0,1,0.0,0.0,8.66,0
0,3,369,0,0,0.0,0.0,0,0,2,0,1,0.0,1,0,1,0.0,0.0,11.78,0
0,5,8,0,0,0.0,0.0,0,0,0,1,2,0.0,1,0,4,0.0,0.0,2.01,0
0,4,6437,1,1,0.056,0.02,0,0,0,0,1,0.0,1,0,1,0.0,0.0,25.47,0
0,3,4904,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,2.33,0
0,7,5,0,0,0.0,0.0,0,0,2,0,1,0.0,1,0,1,0.0,0.0,45.99,1
0,13,9483,0,1,0.02,0.0,0,0,2,0,1,0.0,1,0,3,0.0,0.0,25.89,1
0,7,5722,0,1,1.0,0.0,0,0,13,1,1,82.35,1,0,3,82.35,82.35,5.0,0
0,1,19317,1,5,0.032,0.0,0,5,0,0,2,0.0,1,0,4,0.0,0.0,3.88,0
0,9,5179,0,0,0.0,0.0,0,0,0,0,1,0.0,1,1,1,0.0,0.0,7.68,0
0,3,27022,0,0,0.0,0.0,0,0,2,3,4,0.0,3,0,3,0.0,0.0,1.81,0
0,4,2673,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,15.36,0
0,2,473,0,0,0.0,0.0,0,0,0,2,3,0.0,2,0,1,0.0,0.0,13.98,0
0,6,42883,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,2,0.0,0.0,0.45,0
0,11,15596,0,0,0.0,0.0,0,0,2,0,1,0.0,1,0,1,0.0,0.0,25.5,0
0,15,463,0,0,0.0,0.0,0,0,7,1,1,0.0,1,0,2,0.0,0.0,15.96,1
0,6,85737,0,0,0.0,0.0,0,0,13,0,2,0.0,1,0,2,0.0,0.0,11.6,0
1,14,4406,0,0,0.0,0.0,0,0,13,0,4,0.0,1,0,1,0.0,0.0,23.76,1
1,15,2854,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,91.49,1
2,16,55675,0,2,0.0,0.0,0,0,2,1,1,0.0,1,0,2,0.0,0.0,37.56,1
0,1,455105,1,1,0.022,0.022,0,0,2,2,5,64.29,5,0,4,64.29,64.29,1.35,0
0,16,2864,0,3,0.01,0.0,0,0,2,1,2,0.0,1,1,4,0.0,0.0,97.43,0
0,2,233,0,0,0.0,0.0,0,0,2,0,1,0.0,1,0,1,0.0,0.0,23.59,0
0,7,1207,0,0,0.0,0.0,0,0,2,1,1,0.0,1,0,1,0.0,0.0,12.35,1
0,2,75,0,0,0.0,0.0,0,0,0,1,1,0.0,1,0,1,0.0,0.0,2.93,0
0,6,5954,0,0,0.0,0.0,0,0,0,0,2,0.0,1,0,2,0.0,0.0,93.78,0
0,2,30,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,8.75,0
0,7,2075,0,0,0.0,0.0,0,0,0,0,2,0.0,1,0,2,0.0,0.0,4.95,0
1,16,12235,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,26.47,1
0,4,35,0,0,0.0,0.0,0,0,7,0,1,0.0,1,0,1,0.0,0.0,21.3,0
0,11,8,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,67.44,1
0,11,57,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,3,0.0,0.0,31.42,1
0,5,4287,0,0,0.0,0.0,0,0,0,1,1,0.0,1,0,1,0.0,0.0,16.5,0
1,2,32348,0,1,0.035,0.0,0,0,0,1,1,0.0,1,0,2,0.0,0.0,9.47,0
0,5,7231,0,0,0.0,0.0,0,0,2,0,1,0.0,1,0,5,0.0,0.0,98.21,1
0,2,39233,0,0,0.0,0.0,0,0,0,0,3,0.0,1,0,4,0.0,0.0,0.58,0
0,1,30113,0,0,0.0,0.0,0,0,13,1,1,0.0,1,0,2,0.0,0.0,0.54,0
0,7,2461,0,0,0.0,0.0,0,0,13,0,2,0.0,1,0,2,0.0,0.0,36.43,0
1,1,113998,0,0,0.0,0.0,0,0,2,0,1,0.0,1,0,3,0.0,0.0,50.33,0
0,6,22213,0,0,0.0,0.0,0,0,2,0,1,0.0,1,0,3,0.0,0.0,5.56,0
2,12,93406,0,0,0.0,0.0,0,0,0,1,2,0.0,2,0,1,0.0,0.0,39.34,1
0,8,23629,0,0,0.0,0.0,0,0,2,0,2,0.0,1,0,2,0.0,0.0,35.45,0
0,14,4068,0,0,0.0,0.0,0,0,2,0,1,0.0,1,0,1,0.0,0.0,6.17,0
10,16,144,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,28.35,0
0,7,70605,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,22.25,0
0,5,3734,0,0,0.0,0.0,0,0,2,1,2,0.0,2,0,1,0.0,0.0,10.07,0
0,1,4704,0,0,0.0,0.0,0,0,2,0,1,0.0,1,0,1,0.0,0.0,13.73,0
0,9,31,0,3,0.667,0.0,0,3,0,0,3,0.0,1,0,1,0.0,0.0,25.32,1
0,4,678,0,0,0.0,0.0,0,0,2,2,2,277.45,2,0,3,277.45,277.45,98.05,1
0,9,118651,0,0,0.0,0.0,0,0,2,0,1,0.0,1,0,1,0.0,0.0,9.85,0
3,10,15089,0,3,0.0,0.0,0,3,0,0,3,0.0,1,0,1,0.0,0.0,89.43,1
1,6,11412,0,0,0.0,0.0,0,0,13,0,1,0.0,1,0,3,0.0,0.0,1.82,0
0,8,11943,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,2,0.0,0.0,33.59,1
2,10,105092,0,0,0.0,0.0,0,0,2,0,1,0.0,1,0,1,0.0,0.0,15.84,0
0,8,5692,0,0,0.0,0.0,0,0,2,0,1,0.0,1,0,3,0.0,0.0,21.06,0
2,11,3940,0,1,0.031,0.0,0,0,7,1,1,0.0,1,0,5,0.0,0.0,25.26,1
2,10,102591,2,6,0.375,0.0,2,2,0,2,5,0.0,1,0,2,0.0,0.0,87.44,0
0,6,2857,0,0,0.0,0.0,0,0,0,1,1,0.0,1,0,1,0.0,0.0,26.42,1
0,5,2580,0,0,0.0,0.0,0,0,0,1,1,19.69,1,0,1,19.69,19.69,4.93,1
0,3,565508,0,0,0.0,0.0,0,0,2,0,1,0.0,1,0,1,0.0,0.0,10.74,0
2,2,27415,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,99.35,1
0,15,10,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,52.94,1
0,3,836,0,0,0.0,0.0,0,0,2,0,1,0.0,1,1,2,0.0,0.0,19.53,0
0,1,6795,0,1,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,1.66,0
0,12,80562,0,4,0.0,0.0,0,4,13,0,1,0.0,1,0,1,0.0,0.0,93.3,0
0,9,3492,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,58.84,0
0,15,3095,2,0,0.0,0.0,0,0,0,0,2,0.0,1,0,1,0.0,0.0,88.75,1
0,4,15209,0,0,0.0,0.0,0,0,2,1,1,0.0,1,0,3,0.0,0.0,0.95,0
0,11,70384,0,0,0.0,0.0,0,0,0,1,1,0.0,1,0,1,0.0,0.0,34.62,0
0,6,223762,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,10.48,0
0,12,15209,0,6,0.038,0.0,0,0,0,0,3,0.0,1,0,5,0.0,0.0,28.86,1
0,6,355818,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,2,0.0,0.0,93.91,0
0,15,3,0,0,0.0,0.0,0,0,0,0,5,0.0,1,0,1,0.0,0.0,98.18,1
1,7,47746,0,0,0.0,0.0,0,0,2,0,1,0.0,1,0,1,0.0,0.0,20.82,0
0,5,4332,0,0,0.0,0.0,0,0,0,0,2,0.0,1,0,2,0.0,0.0,4.76,0
1,8,12633,0,0,0.0,0.0,0,0,13,0,1,0.0,1,0,2,0.0,0.0,25.76,1
0,17,4237,0,1,0.014,0.0,0,1,0,0,3,0.0,1,0,1,0.0,0.0,96.76,0
0,12,108187,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,2,0.0,0.0,16.13,0
0,16,1625,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,2,0.0,0.0,19.32,1
4,4,78343,0,0,0.0,0.0,0,0,0,1,1,0.0,1,0,1,0.0,0.0,16.83,0
0,4,1520,0,2,0.053,0.0,0,1,0,0,1,0.0,1,0,2,0.0,0.0,43.3,0
0,4,11114,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,2,0.0,0.0,22.01,0
0,2,4441,0,0,0.0,0.0,0,0,13,0,1,0.0,1,0,1,0.0,0.0,28.23,0
0,1,19190,0,0,0.0,0.0,0,0,13,0,2,0.0,1,0,4,0.0,0.0,5.06,0
0,9,3067,0,0,0.0,0.0,0,0,2,0,1,0.0,1,0,2,0.0,0.0,41.82,0
1,9,40792,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,18.6,0
0,3,86,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,2,0.0,0.0,18.08,0
