A,B,C,D,E,F,G,H,I,J,L,M,Monto,N,O,P,Q,R,S,Fraude
1,12,45200,0,0,0.0,0.0,0,0,5,1,3,0.0,1,0,3,0.0,0.0,39.14,1
0,15,44296,0,0,0.0,0.0,0,0,0,0,2,0.0,1,1,5,0.0,0.0,29.33,1
0,4,247,0,0,0.0,0.0,0,0,1,1,1,0.0,1,0,3,0.0,0.0,23.07,1
0,8,8154,0,0,0.0,0.0,0,0,12,0,1,0.0,1,0,1,0.0,0.0,20.43,1
0,3,84,0,0,0.0,0.0,0,0,0,2,2,47.22,2,0,4,47.22,47.22,30.0,1
0,9,3842,0,0,0.0,0.0,0,0,0,1,1,0.0,1,0,1,0.0,0.0,23.42,1
0,14,23289,0,0,0.0,0.0,0,0,7,0,2,0.0,1,0,2,0.0,0.0,61.45,1
1,5,107495,1,0,0.0,0.013,0,0,7,1,2,0.0,2,0,2,0.0,0.0,17.1,1
0,11,17661,1,0,0.003,0.0,0,0,2,0,1,0.0,1,0,1,0.0,0.0,9.59,1
0,7,444,0,0,0.0,0.0,0,0,4,2,2,0.0,1,0,1,0.0,0.0,40.14,1
0,7,1042,0,0,0.0,0.0,0,0,0,0,2,0.0,1,0,4,0.0,0.0,26.61,1
2,7,66387,0,0,0.0,0.0,0,0,1,0,2,0.0,1,0,1,0.0,0.0,16.6,1
3,6,107649,0,0,0.0,0.0,0,0,2,1,2,0.0,2,0,2,0.0,0.0,22.7,1
1,13,88580,6,0,0.0,0.0,0,0,1,1,1,0.0,1,0,1,0.0,0.0,45.13,1
0,12,2,0,8,0.004,0.0,0,3,0,0,1,0.0,1,0,1,0.0,0.0,16.81,1
0,5,3668,0,0,0.0,0.0,0,0,0,1,1,0.0,1,0,2,0.0,0.0,7.0,1
0,3,49824,0,0,0.0,0.0,0,0,2,2,2,0.0,2,0,2,0.0,0.0,39.05,1
2,8,107761,2,3,0.002,0.01,2,3,2,1,1,0.0,1,0,1,0.0,0.0,76.7,1
0,12,451850,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,83.25,1
0,10,16156,2,0,0.0,0.002,1,0,0,2,1,0.0,1,0,1,0.0,0.0,77.4,1
0,9,3108,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,2,0.0,0.0,69.57,1
0,14,8323,1,0,0.0,0.021,0,0,0,1,2,0.0,1,0,2,0.0,0.0,30.1,1
0,11,67799,0,0,0.0,0.0,0,0,1,0,2,0.0,1,0,3,0.0,0.0,77.06,1
0,8,593,0,0,0.0,0.0,0,0,2,1,2,0.0,1,0,3,0.0,0.0,53.79,1
0,16,1922,0,0,0.158,0.0,0,0,2,0,3,0.0,1,0,3,0.0,0.0,32.76,1
0,12,7514,0,3,0.008,0.0,0,1,1,0,2,0.0,1,0,1,0.0,0.0,94.94,1
0,10,855,0,1,0.0,0.0,0,0,0,0,3,0.0,1,0,5,0.0,0.0,13.78,1
0,13,2536,0,0,0.0,0.0,0,0,0,0,2,0.0,1,0,3,0.0,0.0,24.23,1
1,14,2939,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,41.04,1
0,16,9580,0,1,0.0,0.0,0,0,0,0,2,0.0,1,0,2,0.0,0.0,33.16,1
0,6,81329,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,9.44,1
0,17,8638,0,0,0.0,0.0,0,0,0,0,3,0.0,1,0,3,0.0,0.0,65.27,1
1,13,12748,0,1,0.0,0.029,0,0,8,0,1,0.0,1,0,1,0.0,0.0,27.79,1
0,11,33,0,0,0.0,0.0,0,0,2,1,1,0.0,1,0,1,0.0,0.0,86.5,1
0,14,8204,0,0,0.0,0.0,0,0,5,0,2,0.0,1,0,2,0.0,0.0,15.34,1
0,9,8639,0,1,0.001,0.0,0,1,0,0,1,0.0,1,0,1,0.0,0.0,31.8,1
0,12,16815,0,0,0.0,0.0,0,0,2,0,2,0.0,1,0,3,0.0,0.0,83.92,1
3,3,49045,0,0,0.001,0.066,0,0,2,0,3,0.0,1,0,1,0.0,0.0,26.09,1
0,8,363356,0,0,0.0,0.0,0,0,1,1,1,260.068,1,0,2,260.07,260.068,51.28,1
3,12,367903,0,0,0.0,0.0,0,0,2,1,4,0.0,2,0,1,0.0,0.0,40.97,1
1,6,87724,0,0,0.0,0.0,0,0,16,0,1,0.0,1,0,1,0.0,0.0,17.56,1
0,10,566,0,0,0.0,0.0,0,0,1,1,1,0.0,1,0,2,0.0,0.0,22.56,1
2,17,33672,0,1,0.0,0.0,0,0,0,0,2,0.0,1,1,2,0.0,0.0,56.09,1
0,11,900,0,0,0.0,0.0,0,0,3,0,1,0.0,1,0,1,0.0,0.0,22.6,1
0,10,6997,0,0,0.0,0.0,0,0,4,1,1,0.0,1,0,1,0.0,0.0,26.31,1
0,3,4139,0,0,0.0,0.0,0,0,2,0,2,0.0,1,0,2,0.0,0.0,37.35,1
0,10,889,0,2,0.0,0.0,0,0,11,0,1,0.0,1,0,2,0.0,0.0,4.28,1
0,6,2960,0,2,0.0,0.0,0,0,1,0,1,0.0,1,0,2,0.0,0.0,92.08,1
0,14,26312,0,0,0.078,0.0,0,0,0,0,1,0.0,1,0,2,0.0,0.0,71.08,1
0,15,11281,0,2,0.008,0.002,0,0,0,2,4,0.0,3,0,3,0.0,0.0,37.05,1
0,10,542598,0,1,0.0,0.0,0,1,0,1,1,46.72,1,0,1,46.72,46.72,18.12,1
0,8,14,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,2,0.0,0.0,43.69,1
0,11,51,0,0,0.0,0.0,0,0,1,1,2,0.0,1,0,3,0.0,0.0,41.0,1
1,7,71763,0,0,0.0,0.0,0,0,1,1,1,0.0,1,0,1,0.0,0.0,72.98,1
0,7,12517,0,0,0.0,0.0,0,0,5,2,4,0.0,2,0,1,0.0,0.0,23.37,1
1,3,42141,0,0,0.0,0.0,0,0,3,2,2,0.0,2,0,3,0.0,0.0,36.67,1
0,10,2214,0,0,0.0,0.0,0,0,0,1,1,0.0,1,0,1,0.0,0.0,10.91,1
0,9,21,0,0,0.0,0.0,0,0,1,1,2,0.0,2,0,1,0.0,0.0,71.86,1
0,6,21479,0,0,0.0,0.0,0,0,17,0,2,0.0,1,0,1,0.0,0.0,15.06,1
0,17,28053,2,0,0.0,0.095,0,0,0,1,4,0.0,1,0,1,0.0,0.0,54.0,1
0,9,1384,5,8,0.003,0.0,5,8,0,0,2,0.0,1,0,1,0.0,0.0,88.17,1
1,9,24346,0,0,0.0,0.0,0,0,5,1,1,0.0,1,0,1,0.0,0.0,39.36,1
0,6,24,0,0,0.0,0.0,0,0,0,1,1,0.0,1,0,2,0.0,0.0,54.48,1
0,15,17539,0,2,0.013,0.0,0,0,2,0,2,0.0,1,0,2,0.0,0.0,96.69,1
0,14,11363,10,8,0.0,0.002,5,5,1,1,2,0.0,2,0,1,0.0,0.0,87.45,1
0,5,190,0,0,0.0,0.0,0,0,1,1,1,0.0,1,0,1,0.0,0.0,41.77,1
0,9,197,0,0,0.0,0.0,0,0,0,0,2,0.0,1,0,1,0.0,0.0,45.62,1
0,11,2279,0,0,0.0,0.0,0,0,2,1,2,0.0,1,0,1,0.0,0.0,38.0,1
0,8,3790,3,0,0.0,0.0,0,0,1,0,2,0.0,1,0,1,0.0,0.0,44.58,1
1,11,6306,0,0,0.0,0.0,0,0,0,0,2,0.0,1,0,3,0.0,0.0,62.3,1
0,3,764,0,0,0.0,0.0,0,0,3,3,3,0.0,3,0,5,0.0,0.0,14.35,1
0,9,18097,0,0,0.0,0.0,0,0,0,1,1,0.0,1,0,1,0.0,0.0,27.71,1
0,13,159,0,1,0.0,0.0,0,0,0,0,2,0.0,1,0,3,0.0,0.0,22.6,1
0,6,13992,0,1,0.015,0.0,0,1,0,0,1,0.0,1,0,1,0.0,0.0,22.88,1
0,8,48560,0,0,0.0,0.0,0,0,2,2,2,0.0,1,0,2,0.0,0.0,40.36,1
0,13,6275,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,18.62,1
0,12,2690,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,31.75,1
0,9,95217,0,0,0.0,0.0,0,0,2,0,4,0.0,1,0,2,0.0,0.0,18.16,1
0,15,359940,0,0,0.0,0.0,0,0,2,0,1,0.0,1,0,1,0.0,0.0,57.36,1
0,15,66033,0,0,0.0,0.0,0,0,4,0,3,0.0,1,0,1,0.0,0.0,37.5,1
0,11,73,0,0,0.001,0.0,0,0,0,1,3,0.0,1,0,4,0.0,0.0,92.48,1
2,11,85925,0,0,0.0,0.0,0,0,0,0,2,0.0,1,0,1,0.0,0.0,45.91,1
0,12,87749,0,2,0.016,0.0,0,0,5,1,1,0.0,1,0,1,0.0,0.0,22.41,1
0,8,45147,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,3,0.0,0.0,45.89,1
0,10,295249,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,33.27,1
0,17,759,0,0,0.0,0.0,0,0,0,0,2,0.0,1,0,2,0.0,0.0,90.91,1
1,14,367468,0,0,0.0,0.0,0,0,2,0,2,0.0,1,0,2,0.0,0.0,83.49,1
0,10,24382,0,0,0.0,0.0,0,0,1,1,1,0.0,1,0,1,0.0,0.0,18.09,1
0,11,54,0,0,0.0,0.0,0,0,0,0,4,0.0,1,0,3,0.0,0.0,44.78,1
0,5,1083,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,2,0.0,0.0,11.94,1
0,10,23530,0,0,0.0,0.0,0,0,0,0,2,0.0,1,0,2,0.0,0.0,32.54,1
1,3,8,0,0,0.113,0.0,0,0,9,1,3,0.0,1,0,2,0.0,0.0,7.19,1
0,6,2445,0,0,0.0,0.0,0,0,1,2,1,0.0,1,0,1,0.0,0.0,12.65,1
1,11,87709,0,0,0.0,0.0,0,0,6,1,1,0.0,1,0,1,0.0,0.0,46.06,1
3,9,27418,0,0,0.0,0.0,0,0,1,2,1,38.001,1,0,1,38.0,38.001,73.49,1
0,12,16631,0,0,0.0,0.0,0,0,6,0,1,0.0,1,0,1,0.0,0.0,31.17,1
0,6,440,0,0,0.0,0.0,0,0,3,0,1,0.0,1,0,3,0.0,0.0,36.72,1
5,10,55,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,2,0.0,0.0,5.18,1
2,7,32605,0,0,0.019,0.0,0,0,0,1,3,326.742,2,0,3,326.74,326.742,35.6,1
2,7,18316,0,0,0.0,0.0,0,0,2,1,1,0.0,1,0,2,0.0,0.0,20.86,1
0,15,17873,1,0,0.0,0.0,0,0,1,1,2,0.0,2,0,1,0.0,0.0,24.27,1
0,7,3,0,0,0.0,0.0,0,0,1,1,1,0.0,1,0,1,0.0,0.0,45.66,1
1,9,362671,0,0,0.0,0.0,0,0,5,0,1,0.0,1,0,1,0.0,0.0,40.33,1
0,16,7885,0,0,0.0,0.0,0,0,13,1,2,21.1,2,0,2,21.1,21.1,18.09,1
0,18,17349,0,0,0.0,0.0,0,0,1,0,3,0.0,1,1,3,0.0,0.0,98.96,1
0,7,2079,0,0,0.0,0.0,0,0,0,0,3,0.0,1,0,5,0.0,0.0,24.47,1
0,7,5013,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,17.6,1
1,8,73039,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,31.05,1
0,12,7405,0,3,0.005,0.0,0,0,0,2,3,0.0,1,0,2,0.0,0.0,88.15,1
0,17,7820,0,1,0.001,0.0,0,0,0,1,1,0.0,1,0,1,0.0,0.0,90.57,1
0,10,10340,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,2,0.0,0.0,53.36,1
0,6,4391,0,0,0.0,0.0,0,0,15,0,1,0.0,1,0,1,0.0,0.0,9.48,1
0,11,7245,0,0,0.0,0.0,0,0,0,0,2,0.0,1,0,3,0.0,0.0,25.22,1
1,9,77233,3,1,0.009,0.016,2,1,2,2,2,204.516,3,0,4,204.52,204.516,71.84,1
0,15,286200,0,2,0.001,0.0,0,2,6,0,2,0.0,1,1,3,0.0,0.0,19.35,1
1,8,5857,0,0,0.0,0.0,0,0,0,0,2,0.0,1,0,2,0.0,0.0,14.03,1
0,14,6075,0,0,0.0,0.0,0,0,8,1,3,0.0,1,0,3,0.0,0.0,34.74,1
0,11,10221,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,41.71,1
1,7,1141,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,11.08,1
0,10,519,0,0,0.0,0.0,0,0,4,1,2,0.0,1,0,2,0.0,0.0,49.7,1
3,7,50006,0,0,0.0,0.0,0,0,1,0,2,0.0,1,0,5,0.0,0.0,88.46,1
0,2,798,0,0,0.0,0.0,0,0,2,3,3,0.0,3,0,5,0.0,0.0,12.91,1
1,11,15808,1,1,0.006,0.0,0,1,0,2,1,0.0,1,0,1,0.0,0.0,27.88,1
0,7,397,0,0,0.0,0.0,0,0,0,1,1,0.0,1,0,1,0.0,0.0,62.32,1
0,17,450697,0,0,0.0,0.0,0,0,0,0,3,0.0,1,0,2,0.0,0.0,86.3,1
0,9,8588,0,0,0.0,0.0,0,0,14,0,1,0.0,1,0,1,0.0,0.0,78.58,1
0,13,1105,0,1,0.022,0.0,0,0,10,0,1,0.0,1,0,2,0.0,0.0,16.48,1
1,8,9420,0,1,0.0,0.0,0,0,9,0,2,0.0,1,0,1,0.0,0.0,16.63,1
0,14,49559,0,0,0.0,0.0,0,0,10,0,2,0.0,1,0,3,0.0,0.0,90.42,1
0,11,427540,0,1,0.007,0.0,0,0,0,1,1,0.0,1,0,2,0.0,0.0,12.1,1
0,10,3646,0,0,0.0,0.0,0,0,0,1,1,0.0,1,0,1,0.0,0.0,11.24,1
0,11,4152,0,4,0.092,0.0,0,1,9,0,2,0.0,1,0,5,0.0,0.0,45.08,1
1,7,96264,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,15.08,1
0,6,54479,0,0,0.0,0.0,0,0,0,0,5,0.0,1,0,2,0.0,0.0,5.67,1
0,15,66029,0,0,0.0,0.0,0,0,4,0,3,0.0,1,0,1,0.0,0.0,33.97,1
0,11,4729,0,0,0.012,0.0,0,0,0,0,1,0.0,1,0,2,0.0,0.0,79.79,1
0,15,4918,1,2,0.005,0.003,0,0,0,0,3,0.0,1,0,3,0.0,0.0,91.2,1
0,15,29832,0,5,0.0,0.0,0,5,1,0,2,0.0,1,0,2,0.0,0.0,96.17,1
1,7,87266,0,0,0.0,0.0,0,0,15,0,4,0.0,1,0,1,0.0,0.0,37.87,1
0,6,124,3,0,0.0,0.0,3,0,0,0,1,0.0,1,0,1,0.0,0.0,28.2,1
2,8,2639,0,0,0.0,0.0,0,0,0,0,2,0.0,1,0,2,0.0,0.0,18.49,1
0,8,3071,0,0,0.0,0.0,0,0,0,0,2,0.0,1,0,3,0.0,0.0,13.25,1
1,12,3347,0,0,0.0,0.0,0,0,0,0,2,0.0,1,0,1,0.0,0.0,50.77,1
0,10,8796,0,0,0.0,0.0,0,0,2,1,1,0.0,1,0,1,0.0,0.0,6.02,1
0,11,471,0,0,0.043,0.0,0,0,0,0,3,0.0,1,0,3,0.0,0.0,9.92,1
0,6,14339,0,0,0.0,0.0,0,0,2,1,1,0.0,1,0,1,0.0,0.0,7.36,1
0,11,197,1,0,0.0,0.002,0,0,2,1,2,0.0,2,0,1,0.0,0.0,74.39,1
0,12,23589,0,4,0.018,0.0,0,0,3,0,1,0.0,1,0,3,0.0,0.0,11.66,1
0,12,8692,0,0,0.0,0.0,0,0,0,1,1,0.0,1,0,3,0.0,0.0,34.14,1
0,8,67024,0,0,0.0,0.0,0,0,0,0,4,0.0,1,0,1,0.0,0.0,24.76,1
2,15,80714,0,0,0.0,0.0,0,0,1,0,1,0.0,1,0,1,0.0,0.0,14.92,1
0,11,433,0,1,0.004,0.0,0,1,0,1,2,0.0,1,0,2,0.0,0.0,83.16,1
0,7,3777,0,0,0.0,0.0,0,0,0,1,2,0.0,1,0,3,0.0,0.0,28.93,1
0,12,1934,0,0,0.0,0.0,0,0,0,0,2,0.0,1,0,2,0.0,0.0,42.4,1
0,9,7158,0,0,0.0,0.0,0,0,0,1,1,0.0,1,0,1,0.0,0.0,13.49,1
0,9,14004,0,1,0.015,0.0,0,1,0,0,1,0.0,1,0,1,0.0,0.0,20.19,1
0,10,18685,0,0,0.0,0.0,0,0,0,0,2,13.602,1,0,1,13.6,13.602,21.14,1
0,13,0,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,2,0.0,0.0,69.45,1
1,6,46689,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,8.98,1
0,8,123396,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,28.24,1
1,16,26850,0,1,0.0,0.0,0,0,0,0,2,0.0,1,0,2,0.0,0.0,67.71,1
2,17,21,0,0,0.005,0.0,0,0,8,0,2,0.0,1,0,1,0.0,0.0,45.71,1
0,8,4228,0,0,0.0,0.0,0,0,0,0,2,0.0,1,0,2,0.0,0.0,10.02,1
0,15,213,0,0,0.0,0.0,0,0,0,1,1,0.0,1,0,1,0.0,0.0,81.34,1
0,15,315093,0,0,0.0,0.0,0,0,0,0,2,0.0,1,0,1,0.0,0.0,87.24,1
0,17,368135,0,0,0.0,0.0,0,0,6,0,2,0.0,1,0,2,0.0,0.0,29.18,1
0,6,1066,0,0,0.0,0.0,0,0,1,0,3,0.0,1,0,4,0.0,0.0,17.25,1
0,5,363156,0,1,0.0,0.0,0,1,0,0,1,0.0,1,0,3,0.0,0.0,34.33,1
0,7,46540,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,22.17,1
0,4,722,0,0,0.0,0.0,0,0,2,1,1,0.0,1,0,2,0.0,0.0,87.66,1
0,8,76927,0,0,0.0,0.0,0,0,1,1,1,0.0,1,0,1,0.0,0.0,24.71,1
0,12,315427,0,0,0.0,0.0,0,0,0,1,1,0.0,1,0,1,0.0,0.0,52.51,1
0,5,36963,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,2,0.0,0.0,2.61,1
0,17,7582,2,1,0.001,0.002,2,1,0,0,3,0.0,1,0,4,0.0,0.0,76.54,1
1,17,34361,0,3,0.006,0.0,0,0,1,1,2,0.0,1,0,2,0.0,0.0,17.69,1
0,12,4826,0,2,0.007,0.0,0,1,0,0,3,0.0,1,0,3,0.0,0.0,17.07,1
1,16,28837,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,4,0.0,0.0,68.19,1
1,7,4124,0,0,0.0,0.0,0,0,6,1,1,0.0,1,0,1,0.0,0.0,14.64,1
0,13,117,0,0,0.0,0.0,0,0,0,0,3,0.0,1,0,4,0.0,0.0,15.97,1
1,12,31621,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,47.36,1
0,11,4069,0,0,0.0,0.0,0,0,0,1,1,26.136,1,0,1,26.14,26.136,13.69,1
0,6,70298,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,14.16,1
0,7,398,0,0,0.0,0.0,0,0,0,1,1,0.0,1,0,1,0.0,0.0,65.12,1
0,8,3008,0,0,0.0,0.0,0,0,0,0,2,0.0,1,0,2,0.0,0.0,12.94,1
0,12,628,0,4,0.012,0.0,0,2,1,1,1,0.0,1,0,2,0.0,0.0,73.21,1
1,19,839,0,1,0.007,0.0,0,0,1,0,2,0.0,1,0,1,0.0,0.0,97.09,1
0,13,29645,0,0,0.026,0.0,0,0,2,0,2,0.0,1,0,3,0.0,0.0,27.21,1
0,8,14357,0,0,0.0,0.0,0,0,1,1,1,0.0,1,0,1,0.0,0.0,19.52,1
0,8,496,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,29.2,1
0,15,1922,0,0,0.146,0.0,0,0,2,0,3,0.0,1,0,3,0.0,0.0,33.13,1
0,13,972,0,1,0.0,0.0,0,0,0,0,2,0.0,1,0,4,0.0,0.0,69.3,1
0,8,12717,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,15.7,1
0,8,40079,0,0,0.0,0.0,0,0,0,2,3,0.0,1,0,2,0.0,0.0,42.36,1
0,11,9426,0,0,0.0,0.0,0,0,0,1,1,0.0,1,0,2,0.0,0.0,17.82,1
0,16,19003,0,0,0.0,0.0,0,0,1,2,2,0.0,1,0,1,0.0,0.0,28.52,1
0,14,14805,0,0,0.0,0.0,0,0,1,1,1,0.0,1,0,2,0.0,0.0,11.17,1
0,13,60520,0,4,0.014,0.0,0,4,2,0,1,0.0,1,0,1,0.0,0.0,95.39,1
0,16,19728,0,0,0.0,0.0,0,0,1,1,2,0.0,1,0,2,0.0,0.0,57.57,1
1,12,591003,0,0,0.0,0.0,0,0,2,1,2,0.0,1,0,1,0.0,0.0,34.18,1
0,12,2681,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,2,0.0,0.0,33.75,1
0,16,6871,0,0,0.0,0.0,0,0,0,0,3,0.0,1,0,1,0.0,0.0,31.01,1
0,8,329804,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,2,0.0,0.0,39.51,1
0,7,38,0,0,0.0,0.0,0,0,12,1,1,0.0,1,0,1,0.0,0.0,29.31,1
0,14,14147,0,0,0.0,0.0,0,0,3,1,3,0.0,1,0,2,0.0,0.0,68.99,1
1,19,9490,0,0,0.0,0.0,0,0,2,2,2,0.0,1,0,2,0.0,0.0,94.82,1
0,13,748,0,0,0.0,0.0,0,0,1,0,2,0.0,1,0,2,0.0,0.0,68.84,1
0,16,15111,0,5,0.0,0.0,0,3,2,1,3,0.0,2,0,2,0.0,0.0,54.87,1
0,15,906,0,0,0.0,0.0,0,0,17,1,2,0.0,1,0,3,0.0,0.0,21.41,1
0,8,93258,1,4,0.0,0.002,1,0,0,0,3,0.0,1,0,2,0.0,0.0,54.78,1
1,10,313985,0,1,0.0,0.0,0,1,0,0,1,0.0,1,0,1,0.0,0.0,21.02,1
0,5,23337,0,1,0.702,0.0,0,0,1,0,2,0.0,1,0,1,0.0,0.0,49.86,1
0,8,619,0,1,0.008,0.0,0,0,1,0,2,0.0,1,0,2,0.0,0.0,34.01,1
0,11,1412,0,2,0.0,0.0,0,1,0,0,1,0.0,1,0,1,0.0,0.0,88.09,1
1,12,1752,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,38.57,1
0,10,14496,1,1,0.0,0.507,0,0,0,1,3,0.0,1,1,5,0.0,0.0,35.53,1
0,8,69984,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,26.64,1
0,8,46831,0,0,0.0,0.0,0,0,1,0,1,0.0,1,0,1,0.0,0.0,65.76,1
0,10,23559,0,2,0.011,0.0,0,0,0,0,2,0.0,1,0,2,0.0,0.0,17.37,1
0,9,250,0,0,0.0,0.0,0,0,1,2,3,0.0,3,0,3,0.0,0.0,86.4,1
0,11,78349,0,0,0.0,0.0,0,0,1,0,1,0.0,1,0,1,0.0,0.0,16.35,1
0,6,429,0,0,0.0,0.0,0,0,0,1,1,0.0,1,0,2,0.0,0.0,43.07,1
0,15,9952,0,1,0.0,0.0,0,0,8,0,4,8.495,1,0,4,8.49,8.495,38.12,1
0,8,3008,0,0,0.0,0.0,0,0,0,1,1,54.424,1,0,1,54.42,54.424,39.48,1
0,13,3,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,2,0.0,0.0,42.46,1
0,14,4941,0,1,0.001,0.0,0,0,0,0,4,0.0,1,0,2,0.0,0.0,61.54,1
0,9,1462,1,0,0.0,0.002,0,0,0,3,2,126.709,2,0,2,126.71,126.709,23.0,1
0,13,26807,0,1,0.0,0.0,0,0,1,0,1,0.0,1,0,3,0.0,0.0,39.46,1
1,13,8954,0,0,0.0,0.0,0,0,1,0,2,0.0,1,0,3,0.0,0.0,73.88,1
0,4,1024,0,0,0.0,0.0,0,0,0,1,2,0.0,1,0,2,0.0,0.0,16.93,1
0,6,17057,0,0,0.0,0.0,0,0,0,1,1,0.0,1,0,1,0.0,0.0,8.84,1
3,7,373660,0,0,0.0,0.0,0,0,2,1,2,97.342,2,0,1,97.34,97.342,43.88,1
0,10,15360,0,0,0.037,0.0,0,0,2,0,7,8.952,1,0,5,8.95,8.952,21.2,1
0,15,12282,0,0,0.0,0.0,0,0,1,2,2,0.0,1,0,1,0.0,0.0,71.98,1
0,10,137565,1,0,0.0,0.055,0,0,0,0,1,0.0,1,0,3,0.0,0.0,62.23,1
1,11,5874,0,0,0.0,0.0,0,0,0,0,2,0.0,1,0,3,0.0,0.0,11.78,1
0,10,33480,0,1,0.011,0.0,0,0,2,1,1,0.0,1,0,1,0.0,0.0,44.56,1
1,12,318233,1,1,0.0,0.0,0,0,0,0,2,0.0,1,0,4,0.0,0.0,39.85,1
0,9,325643,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,2,0.0,0.0,58.76,1
0,15,3976,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,3,0.0,0.0,28.15,1
0,10,532,0,3,0.0,0.0,0,0,10,2,2,0.0,2,0,3,0.0,0.0,43.46,1
0,8,362748,0,0,0.0,0.0,0,0,10,1,1,0.0,1,0,1,0.0,0.0,37.24,1
0,5,351804,1,0,0.0,0.157,0,0,0,0,2,0.0,1,0,2,0.0,0.0,31.57,1
1,6,80425,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,12.04,1
0,10,46973,0,0,0.0,0.0,0,0,2,0,1,0.0,1,0,1,0.0,0.0,97.42,1
0,4,10993,1,1,0.079,0.0,1,0,2,0,1,0.0,1,0,1,0.0,0.0,91.8,1
1,14,88601,6,0,0.0,0.0,0,0,2,1,1,0.0,1,0,1,0.0,0.0,42.09,1
0,5,269240,0,0,0.0,0.0,0,0,10,0,6,0.0,1,0,1,0.0,0.0,19.27,1
0,14,19791,0,1,0.001,0.0,0,0,0,0,3,0.0,1,0,2,0.0,0.0,48.56,1
0,9,239,0,0,0.0,0.0,0,0,0,0,3,0.0,1,0,1,0.0,0.0,43.49,1
0,10,7682,0,0,0.0,0.038,0,0,0,0,1,0.0,1,0,1,0.0,0.0,37.82,1
0,5,100953,0,4,0.0,0.0,0,4,0,0,1,0.0,1,0,1,0.0,0.0,89.02,1
0,4,246,0,0,0.0,0.0,0,0,1,1,1,0.0,1,0,3,0.0,0.0,22.68,1
0,10,32,0,0,0.0,0.0,0,0,1,1,1,0.0,1,0,1,0.0,0.0,87.5,1
0,9,72671,0,0,0.0,0.0,0,0,0,1,1,0.0,1,0,1,0.0,0.0,7.89,1
0,14,15599,0,0,0.0,0.0,0,0,1,0,1,0.0,1,0,1,0.0,0.0,16.11,1
1,9,584,0,0,0.0,0.0,0,0,0,0,2,0.0,1,1,3,0.0,0.0,43.87,1
2,16,57082,0,2,0.0,0.0,0,0,3,1,1,0.0,1,0,2,0.0,0.0,80.16,1
0,4,3346,0,0,0.0,0.0,0,0,11,0,1,0.0,1,0,1,0.0,0.0,28.38,1
0,13,1516,0,0,0.0,0.0,0,0,17,0,3,0.0,1,0,5,0.0,0.0,10.42,1
0,10,3532,0,0,0.0,0.0,0,0,2,0,1,0.0,1,0,1,0.0,0.0,37.22,1
0,11,3043,0,0,0.0,0.0,0,0,0,1,4,0.0,1,0,4,0.0,0.0,28.77,1
0,10,33481,0,1,0.01,0.0,0,0,1,1,1,0.0,1,0,1,0.0,0.0,44.67,1
2,9,8,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,27.1,1
0,9,14697,3,2,0.0,0.0,0,0,5,0,2,0.0,1,0,3,0.0,0.0,55.67,1
